3.9261,0.64883
2.9221,0.75869
2.9221,0.75869
2.9221,0.75869
2.9221,0.75869
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.2062,1.0661
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.4869,0.96853
1.5212,0.97058
1.5212,0.97058
1.5212,0.97058
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.2922,0.89879
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
2.6003,0.86588
%.5g
